restaurant_id,restaurant_key,restaurant_name,category,location,address,price_range,overall_rating,review_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,source_restaurant_id,aspect_sentiments,aspect_mentions
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,Parrillada · Internacional,Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Que bueno fue conocer este lugar.
Primero el espacio nos encantó, tienen un área pet friendly y la atención es espectacular.

Ni hablar de los platos, todos lo que probamos estuvo exquisito, nos encantó el ceviche de Pork Belly y las Costillas Geisha.

Tienes que visitar este lugar, el menú es increíble.",2026-07-15,thefoodiedate,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,Parrillada · Internacional,Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Si buscas un restaurante para una ocasión especial o simplemente quieres comer delicioso, Céntrico es una excelente opción en Marbella. ✨

Probamos el Hummus Beef & Grill, los dátiles rellenos, el espectacular Portobello Steak Pimienta y el cremoso risotto de quesos ahumados. Para cerrar, el tiramisú de pistacho y el volcán de chocolate con helado de maracuyá fueron el broche de oro.

Un lugar con muy buen ambiente, excelente presentación y platos llenos de sabor",2026-07-13,Jennifer B.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': True}"
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,Parrillada · Internacional,Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,4.0,4.6,4.7,4.6,"Creo que habiamos regresado desde que le cambiaron el nombre y nos volvimos a sentir como en casa.  El ambiente muy bueno, la atencion superior (como siempre) y la comida excelente.  El menu ha cambiado un poco y mantienen algunos platos anteriores como los datile con blue cheese que estaban fabulosos.  La sopa de cebolla muy buena.  Dentro de los platos nuevos, el Salmon Crunchy de entrada estaba bien pero le faltaba crunch.  El meloso de mar con corvina muy bueno, con ese toque citrico delicioso.  El rissotto de quesos, espectacular.",2026-07-13,Eduardo D.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_c63c3217e6,centrico atypical steakhouse,Céntrico Atypical Steakhouse,Parrillada · Internacional,Marbella,Calle Margarita de Vallarino y Calle 50 D este - Marbella,Más de $35,4.6,5.0,4.6,4.7,4.6,"Todo lo que pedimos estuvo excelente, las empanadas soñadas, el ceviche de por belly deli. Full recomenadado para celebraciones. Muy atentos en el servicio. Vuelvo seguro.",2026-07-07,Mónica L.,degusta,dg_107736,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': False, 'servicio': True, 'precio': False, 'ambiente': False}"
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante (Bella Vista),Italiana · Parrillada,Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,5.0,4.4,4.4,4.4,"Muy buena experiencia. El ambiente es agradable y el servicio fue rápido y amable. Probamos el Fettuccine con Ribs, con una carne muy tierna y una salsa deliciosa, y el Frutti di Mare, con mariscos frescos, buena porción y excelente sabor. Ambos platos estuvieron muy bien presentados. Sin duda volvería y lo recomiendo.",2026-07-06,Yuam A.,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante (Bella Vista),Italiana · Parrillada,Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,3.0,4.4,4.4,4.4,"Antes de mi visita dejé claramente indicado en mi reserva que no consumo carne de res ni cerdo. Mi mayor ilusión era poder probar la pasta y vivir la experiencia completa del restaurante. Sin embargo, al llegar me informaron que ese plato únicamente podía servirse con cerdo y que no existía ninguna alternativa.

Como persona que decidió no consumir ciertos animales, esta situación me hizo sentir excluida. Al final tuve que pedir una ensalada con camarones y una pizza vegetariana, que estaban buenas, pero no era la experiencia por la que había reservado.

Salí del restaurante con un sentimiento de tristeza y decepción. Ojalá en el futuro puedan considerar opciones para quienes tenemos diferentes preferencias alimentarias, para que todos los clientes podamos disfrutar de la experiencia por igual.",2026-07-05,Asheley M.,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': False}"
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante (Bella Vista),Italiana · Parrillada,Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,5.0,4.4,4.4,4.4,"Went for lunch Great service, large portions , great presentation   Will go back again   They have live music on weekends as well",2026-07-04,Michelle F.,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': False, 'servicio': True, 'precio': False, 'ambiente': True}"
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante (Bella Vista),Italiana · Parrillada,Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,5.0,4.4,4.4,4.4,"La atención espectacular , el risotto con osobucco con muy buen salbor, delicado, la carne suave. El penne con salmón y zucchinni intenso, delicioso, la pasta en su punto. excelente combinación/",2026-06-25,Novata,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': False}"
r_5aa6b55aef,la strega ristorante bella vista,La Strega Ristorante (Bella Vista),Italiana · Parrillada,Bella Vista,"Calle 50 con Av. Federico Boyd, Casa 1206 - Bella Vista",Desde $25 hasta $35,4.4,3.0,4.4,4.4,4.4,"Un clásico de la comida italiana (algo americanizada) y de esos restaurantes a los que siempre se termina regresando.

De entrada pedimos las Albóndigas In Forno junto con una orden de pan de ajo. Las albóndigas estuvieron bien, pero nada particularmente memorable, y el pan de ajo llegó menos caliente de lo esperado.

Como platos fuertes pedimos el New York Steak, el Risotto de Osobuco y la pizza La Madre. El New York Steak estuvo muy bueno, especialmente acompañado de la clásica pasta del restaurante. El risotto también cumplió, aunque sentí que al osobuco le faltaba un poco más de sazón para resaltar. En cuanto a la pizza La Madre, estaba buena, pero deja un aftertaste bastante particular que puede no ser del gusto de todo el mundo.",2026-06-22,D R.,degusta,dg_101629,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': False}"
r_5cbc7237fe,aya la vida,Aya la Vida,Panameña,Casco Antiguo,"Ente Calle 12 y Calle 13, Avenida A - Casco Antiguo",Más de $35,4.6,5.0,4.6,4.7,4.8,"espectacular!!!! lo amamos ! la atención es excelente! el
ambiente demasiado bueno. la comida me sorprendió! volveremos a disfrutar de otra cena",2026-07-18,Alejandra P.,degusta,dg_108816,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_5cbc7237fe,aya la vida,Aya la Vida,Panameña,Casco Antiguo,"Ente Calle 12 y Calle 13, Avenida A - Casco Antiguo",Más de $35,4.6,5.0,4.6,4.7,4.8,"Un lugar espectacular, desde su entorno, servicio y sus platos que son los que lo representan, todo es muy delicioso, las entradas, los cócteles de autor, repetible 100%.",2026-07-17,Hugo E.,degusta,dg_108816,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_5cbc7237fe,aya la vida,Aya la Vida,Panameña,Casco Antiguo,"Ente Calle 12 y Calle 13, Avenida A - Casco Antiguo",Más de $35,4.6,5.0,4.6,4.7,4.8,"el guacho de mariscos, los patacones con langosta, el pulpo, el ceviche de corvina y el arroz con guandú son de mis favoritos. De verdad que es un lugar super recomendado y el.ambiente es muy bonito.",2026-07-07,Michelle O.,degusta,dg_108816,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': True}"
r_5cbc7237fe,aya la vida,Aya la Vida,Panameña,Casco Antiguo,"Ente Calle 12 y Calle 13, Avenida A - Casco Antiguo",Más de $35,4.6,5.0,4.6,4.7,4.8,"este restaurante es phenomenal! captura la essencia Panameñia con comida gormet. 
La comida es espectacular! Los especiales del dia fueron fantasticos.",2026-07-05,Itzel B.,degusta,dg_108816,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': False}"
r_5cbc7237fe,aya la vida,Aya la Vida,Panameña,Casco Antiguo,"Ente Calle 12 y Calle 13, Avenida A - Casco Antiguo",Más de $35,4.6,5.0,4.6,4.7,4.8,"excelente servicio y atención, en panama se puede ofrecer comida, ambiente y calidad de alta calidad sin perder en alguna de ellas",2026-07-03,Randall V.,degusta,dg_108816,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_b3d47c4e2c,salotto italiano bistrot,Salotto Italiano Bistrot,Italiana · Mediterránea,Casco Antiguo,Avenida Pablo Arosemena con Calle 13 - Casco Antiguo,Desde $25 hasta $35,4.7,5.0,4.7,4.7,4.6,"Volviendo a este restaurante, nunca decepciona, sus entradas, sus platillos, su personal, todo excelente, y puedes disfrutar del paisaje de ambas caras de Panamá, el moderno y el Casco Viejo, un lugar único en todo Panamá para disfrutar en familia, más que un restaurante, es un hogar cálido para pasarla amenamente, espero que les haya gustado mi reseña; esta vez nos atendió el dueño, súper amable y atento !",2026-07-05,Kito_SR20DE,degusta,dg_107138,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': True, 'ambiente': True}"
r_b3d47c4e2c,salotto italiano bistrot,Salotto Italiano Bistrot,Italiana · Mediterránea,Casco Antiguo,Avenida Pablo Arosemena con Calle 13 - Casco Antiguo,Desde $25 hasta $35,4.7,5.0,4.7,4.7,4.6,"Fuimos en pareja y comimos muy rico. La pasta en tinta de calamar con camarones fue la mejor parte, si bien probamos también la entraña y unas entradas que estuvieron a buen tono.",2026-06-13,Natibeth K.,degusta,dg_107138,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': False, 'precio': False, 'ambiente': False}"
r_b3d47c4e2c,salotto italiano bistrot,Salotto Italiano Bistrot,Italiana · Mediterránea,Casco Antiguo,Avenida Pablo Arosemena con Calle 13 - Casco Antiguo,Desde $25 hasta $35,4.7,2.0,4.7,4.7,4.6,"La comida era regular, el servicio excelente, y buen ambiente. Los precios son muy altos para la calidad de la comida. No hay estacionamiento y no hay valet hasta la noche.",2026-06-01,Elizabeth S.,degusta,dg_107138,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': True, 'ambiente': True}"
r_b3d47c4e2c,salotto italiano bistrot,Salotto Italiano Bistrot,Italiana · Mediterránea,Casco Antiguo,Avenida Pablo Arosemena con Calle 13 - Casco Antiguo,Desde $25 hasta $35,4.7,5.0,4.7,4.7,4.6,"60 por persona incluye, entrada, plato principal y dos botellas de vino para 5 personas. Excelente servicio y ambiente. el aire acondicionado parecía no enfriar tanto siendo medio día del domingo",2026-05-18,Marlene M.,degusta,dg_107138,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_b3d47c4e2c,salotto italiano bistrot,Salotto Italiano Bistrot,Italiana · Mediterránea,Casco Antiguo,Avenida Pablo Arosemena con Calle 13 - Casco Antiguo,Desde $25 hasta $35,4.7,5.0,4.7,4.7,4.6,"este restaurante ubicado en el casco es de lo mejor que hay en todo PANAMÁ , comida auténtica y tradicional con productos frescos 100%. muy acogedor y el servicio muy top, quedé sumamente enamorado del lugar, siempre tienen música en vivo. los recomiendo con los ojos cerrados. vayan y disfruten de este restaurante que vale la pena 10000% .",2026-05-17,Elmer A.,degusta,dg_107138,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': True, 'ambiente': True}"
r_6a83bd4be6,la strega ristorante costa del este,La Strega Ristorante (Costa del Este),Italiana,Costa del Este,"Av. Costa del Sol, PH Times Square Center, PB - Costa del Este",Desde $25 hasta $35,4.3,5.0,4.3,4.6,4.6,"Tuvimos muy bien ambiente con música en vivo, el mesero excelente atención en todo momento y una comida con ingredientes frescos y muy buenos sabores. Sin duda regresaria",2026-07-19,Jose  V.,degusta,dg_106707,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
r_6a83bd4be6,la strega ristorante costa del este,La Strega Ristorante (Costa del Este),Italiana,Costa del Este,"Av. Costa del Sol, PH Times Square Center, PB - Costa del Este",Desde $25 hasta $35,4.3,4.0,4.3,4.6,4.6,"El servicio es de lo mejor, la comida algunos platos muy buenos y otros no tanto...recomendadisimos Lasagnas de carne y de Berenjena, focaccia, pasta a La Strega deliciosa. Ahora tienen postres muy buenos. La decoración es acogedora.
Linguini al otro con camarones que es un plato que pido en todos lados y no lo recomendaria, sobrecocido todo la pasta y los camarones.",2026-07-18,Paujo,degusta,dg_106707,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","{'comida': True, 'servicio': True, 'precio': False, 'ambiente': True}"
